user_id,campaign_id,campaign_name,product_id,product_name,product_category,site,reservation_time,order_id,order_time,payment_status,payment_time,order_amount,reserve_flag,order_flag,paid_flag,reserved_not_paid_flag,partition_date
U0150,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-10 00:18:00,,,,,,1,0,0,1,2026-07-10
U0163,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-10 07:02:00,,,,,,1,0,0,1,2026-07-10
U0097,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-10 07:29:00,,,,,,1,0,0,1,2026-07-10
U0129,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-10 11:59:00,,,,,,1,0,0,1,2026-07-10
U0111,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-10 13:44:00,,,,,,1,0,0,1,2026-07-10
U0165,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-10 20:39:00,,,,,,1,0,0,1,2026-07-10
U0116,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-10 22:46:00,,,,,,1,0,0,1,2026-07-10
U0161,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-10 23:27:00,,,,,,1,0,0,1,2026-07-10
U0162,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-11 01:28:00,,,,,,1,0,0,1,2026-07-11
U0102,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-11 05:54:00,,,,,,1,0,0,1,2026-07-11
U0168,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-11 16:04:00,,,,,,1,0,0,1,2026-07-11
U0094,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-11 17:14:00,,,,,,1,0,0,1,2026-07-11
U0137,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-11 20:30:00,,,,,,1,0,0,1,2026-07-11
U0153,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-12 00:44:00,,,,,,1,0,0,1,2026-07-12
U0148,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-12 00:58:00,,,,,,1,0,0,1,2026-07-12
U0179,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-12 09:55:00,,,,,,1,0,0,1,2026-07-12
U0133,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-12 16:07:00,,,,,,1,0,0,1,2026-07-12
U0125,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-12 17:19:00,,,,,,1,0,0,1,2026-07-12
U0136,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-12 20:36:00,,,,,,1,0,0,1,2026-07-12
U0092,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-12 20:20:00,,,,,,1,0,0,1,2026-07-12
U0145,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-13 07:35:00,,,,,,1,0,0,1,2026-07-13
U0117,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-13 14:38:00,,,,,,1,0,0,1,2026-07-13
U0171,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-13 19:36:00,,,,,,1,0,0,1,2026-07-13
U0123,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-14 00:19:00,,,,,,1,0,0,1,2026-07-14
U0158,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-14 05:41:00,,,,,,1,0,0,1,2026-07-14
U0132,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-14 08:47:00,,,,,,1,0,0,1,2026-07-14
U0095,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-14 22:02:00,,,,,,1,0,0,1,2026-07-14
U0106,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-14 22:17:00,,,,,,1,0,0,1,2026-07-14
U0178,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-14 23:04:00,,,,,,1,0,0,1,2026-07-14
U0167,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-14 23:57:00,,,,,,1,0,0,1,2026-07-14
U0143,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-15 04:07:00,,,,,,1,0,0,1,2026-07-15
U0173,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-15 07:53:00,,,,,,1,0,0,1,2026-07-15
U0159,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-15 16:24:00,,,,,,1,0,0,1,2026-07-15
U0180,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-15 22:23:00,,,,,,1,0,0,1,2026-07-15
U0151,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-16 04:42:00,,,,,,1,0,0,1,2026-07-16
U0169,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-16 06:19:00,,,,,,1,0,0,1,2026-07-16
U0144,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-16 11:51:00,,,,,,1,0,0,1,2026-07-16
U0155,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-16 22:09:00,,,,,,1,0,0,1,2026-07-16
UA000,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-31 09:00:00,,,,,,1,0,0,1,2026-07-31
UA001,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-31 09:01:00,,,,,,1,0,0,1,2026-07-31
UA002,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-31 09:02:00,,,,,,1,0,0,1,2026-07-31
UA003,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-31 09:03:00,,,,,,1,0,0,1,2026-07-31
UA004,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-31 09:04:00,,,,,,1,0,0,1,2026-07-31
